page,line_enum,text,tokens,x0,y0,x1,y1,width,height,empty_line,only_special,only_special_len,text_wo_numbers,text_wo_numbers_len,text_duplicated,to_delete_line
3,20,"“Forecast Territory” means those countries where a particular Bellicum Product is manufactured, and for such manufacturing where",17,50.04999923706055,416.37420654296875,544.950439453125,425.21173095703125,494.92544,8.86252,False,Forecast Territory means those countries where a particular Bellicum Product is manufactured and for such manufacturing where,17,"“Forecast Territory” means those countries where a particular Bellicum Product is manufactured, and for such manufacturing where",17,False,False
3,21,"relevant Miltenyi Products are shipped, as listed under section “Forecast Territory” on the Bellicum Product specific Module.",17,50.04999923706055,427.73748779296875,495.7125549316406,436.57501220703125,445.68756,8.86252,False,relevant Miltenyi Products are shipped as listed under section Forecast Territory on the Bellicum Product specific Module,17,"relevant Miltenyi Products are shipped, as listed under section “Forecast Territory” on the Bellicum Product specific Module.",17,False,False
3,22,“Global Contract Number” means the reference number shown on the first page of this Agreement.,15,50.04999923706055,449.20037841796875,405.4438781738281,458.03790283203125,355.41888,8.86252,False,Global Contract Number means the reference number shown on the first page of this Agreement,15,“Global Contract Number” means the reference number shown on the first page of this Agreement.,15,False,False
3,23,“Initial Term” means the period set forth in Section 15.1.,10,50.04999923706055,470.66131591796875,253.31246948242188,479.49884033203125,203.28747,8.86252,False,Initial Term means the period set forth in Section 151,10,“Initial Term” means the period set forth in Section ..,10,False,False
3,24,"“Intellectual Property Rights” means any and all past, present, and future rights which exist, or which may exist or be created in the",23,50.04999923706055,492.12420654296875,544.9501953125,500.96173095703125,494.9252,8.86252,False,Intellectual Property Rights means any and all past present and future rights which exist or which may exist or be created in the,23,"“Intellectual Property Rights” means any and all past, present, and future rights which exist, or which may exist or be created in the",23,False,False
3,25,"future, under the laws of any jurisdiction in the world with respect to all: (i) rights associated with works of authorship, including",22,50.04999923706055,503.48748779296875,544.9501342773438,512.3250122070312,494.92514,8.86252,False,future under the laws of any jurisdiction in the world with respect to all i rights associated with works of authorship including,22,"future, under the laws of any jurisdiction in the world with respect to all: (i) rights associated with works of authorship, including",22,False,False
3,26,"exclusive exploitation rights, copyrights, moral rights, and mask works; (ii) trademarks and trade name rights and similar rights; (iii) trade",20,50.04999923706055,514.8488159179688,544.94970703125,523.6863403320312,494.92471,8.86252,False,exclusive exploitation rights copyrights moral rights and mask works ii trademarks and trade name rights and similar rights iii trade,20,"exclusive exploitation rights, copyrights, moral rights, and mask works; (ii) trademarks and trade name rights and similar rights; (iii) trade",20,False,False
3,27,"secret rights; (iv) inventions, patents, patent applications, and industrial property rights; (v) other proprietary rights in intellectual property",18,50.04999923706055,526.2120971679688,544.9497680664062,535.0496215820312,494.92477,8.86252,False,secret rights iv inventions patents patent applications and industrial property rights v other proprietary rights in intellectual property,18,"secret rights; (iv) inventions, patents, patent applications, and industrial property rights; (v) other proprietary rights in intellectual property",18,False,False
3,28,"of every kind and nature; and (vi) rights in or relating to registrations, renewals, re-examinations, extensions, combinations, continuations,",18,50.04999923706055,537.5753784179688,544.9494018554688,546.4129028320312,494.9244,8.86252,False,of every kind and nature and vi rights in or relating to registrations renewals reexaminations extensions combinations continuations,18,"of every kind and nature; and (vi) rights in or relating to registrations, renewals, re-examinations, extensions, combinations, continuations,",18,False,False
3,29,"divisions, and reissues of, and applications for, any of the rights referred to in sub-clauses (i) through (v) above.",19,50.04999923706055,548.9367065429688,451.52447509765625,557.7742309570312,401.49948,8.86252,False,divisions and reissues of and applications for any of the rights referred to in subclauses i through v above,19,"divisions, and reissues of, and applications for, any of the rights referred to in sub-clauses (i) through (v) above.",19,False,False
4,3,"“Lead Time” means the minimum amount of time, as specified for each Miltenyi Product in Exhibit B hereto, between the date an",22,50.04999923706055,122.20625305175781,544.9500122070312,131.0437469482422,494.92501,8.86249,False,Lead Time means the minimum amount of time as specified for each Miltenyi Product in Exhibit B hereto between the date an,22,"“Lead Time” means the minimum amount of time, as specified for each Miltenyi Product in Exhibit B hereto, between the date an",22,False,False
4,4,applicable Purchase Order (as defined below) for Miltenyi Product is received by Miltenyi and the requested date of Delivery.,19,50.04999923706055,133.5675811767578,496.3441162109375,142.4050750732422,446.31912,8.86249,False,applicable Purchase Order as defined below for Miltenyi Product is received by Miltenyi and the requested date of Delivery,19,applicable Purchase Order (as defined below) for Miltenyi Product is received by Miltenyi and the requested date of Delivery.,19,False,False
4,5,"“Licensee” means any Bellicum associated Third Party that has rights by way of license, sublicense, collaboration or otherwise to",19,50.04999923706055,155.0304718017578,544.9495239257812,163.8679656982422,494.92452,8.86249,False,Licensee means any Bellicum associated Third Party that has rights by way of license sublicense collaboration or otherwise to,19,"“Licensee” means any Bellicum associated Third Party that has rights by way of license, sublicense, collaboration or otherwise to",19,False,False
4,6,"research, have researched, develop, have developed, make, have made, use, have used, sell, offer for sale, import, have imported, export,",20,50.04999923706055,166.3937530517578,544.9498901367188,175.2312469482422,494.92489,8.86249,False,research have researched develop have developed make have made use have used sell offer for sale import have imported export,20,"research, have researched, develop, have developed, make, have made, use, have used, sell, offer for sale, import, have imported, export,",20,False,False
4,7,"have exported, or otherwise commercialize any Bellicum Product, as described in the Bellicum Product specific Module attached hereto as",19,50.04999923706055,177.7550811767578,544.9495849609375,186.5925750732422,494.92459,8.86249,False,have exported or otherwise commercialize any Bellicum Product as described in the Bellicum Product specific Module attached hereto as,19,"have exported, or otherwise commercialize any Bellicum Product, as described in the Bellicum Product specific Module attached hereto as",19,False,False
4,8,such Bellicum Product specific Module may be amended from time to time by written notification of Bellicum to Miltenyi to add or,22,50.04999923706055,189.1183624267578,544.9498901367188,197.9558563232422,494.92489,8.86249,False,such Bellicum Product specific Module may be amended from time to time by written notification of Bellicum to Miltenyi to add or,22,such Bellicum Product specific Module may be amended from time to time by written notification of Bellicum to Miltenyi to add or,22,False,False
